,astech-inc.|08:00:81
elmic-systems,-inc.|00:60:d8
elmo-company,-limited|00:09:9a
elmo-motion-control|10:18:9e
elo-sistemas-eletronicos-s.a.|00:0a:3d
elonex-plc|00:c0:5c
elphel,-inc|00:0e:64
elpro-technologies|00:12:af
elrest-gmbh|00:07:7e
els-gmbh-&-co.-kg|68:79:24
elsag-bailey-process|00:c0:c9
elsag-datamat-spa|00:40:de
elster-gmbh|00:23:7e
elster-solutions,-llc|00:23:9b
elster-solutions,-llc,|00:1a:63
eltec-elektronik-ag|00:00:5b
elteco-a.s.|00:50:4a
eltex-enterprise-ltd.|a8:f9:4b
eltex-of-sweden-ab|00:d0:78
eltis-microelectronics-ltd.|00:0e:67
eltromat-gmbh|00:08:ac
elxsi|08:00:85
elzet80-mikrocomputer-gmbh&co.-kg|00:06:ea
em-microelectronic|0c:f3:ee
em-solutions|00:08:92
em-technics-co.,-ltd.|00:0a:c3
email-electronics|00:a0:38
embed,-inc|80:d0:19
embedded-artists-ab|00:1a:f1
embedded-automation,-inc.|c8:93:83
embedded-logic-design-and-more-gmbh|00:16:27
embedded-performance-inc.|00:80:cf
embedded-system-corporation|00:07:71
embedded-systems-design,-inc.|00:19:f8
embedded-wireless-gmbh|00:1f:7d
embedded-wireless-labs|4c:77:4f
embedian,-inc.|10:0d:32
embedone-co.,-ltd.|00:03:68
embedtronics-oy|00:0d:10
ember-corporation|00:0d:6f
embrane|c8:bb:d3
emc-corporation|00:00:97
emc-corporation|00:01:44
emc-corporation|00:21:88
emc-corporation|00:60:48
emc-corporation|08:00:1b
emc-corporation-(kashya)|00:12:48
emc-electronic-media-communication-sa|24:37:ef
emco-flow-systems|00:1d:90
emcom-corporation|00:c0:44
emcore-corporation|00:0d:c4
emegatech-international-corp.|d8:9d:b9
emergecore-networks-llc|00:08:17
emergent-electronics|00:1c:71
emerging-technologies-limited|00:0d:a3
emerson-appliance-motors-and-controls|00:24:3d
emerson-climate-technologies-retail-solutions,-inc.|00:0a:f6
emerson-electric-gmbh-&-co.-ohg|00:12:0a
emerson-energy-systems-ab|00:03:ad
emerson-network-power|00:01:af
emerson-network-power|00:06:0b
emerson-network-power|00:08:f9
emerson-network-power|00:80:42
emerson-network-power|00:c0:f9
emerson-network-power|00:e0:35
emerson-network-power-and-embedded-computing|ec:9e:cd
emerson-network-power-co.,ltd|00:09:f5
emerson-network-power-embedded-power|d8:97:3b
emerson-process-management-power-&-water-solutions,-inc.|00:40:03
emfinity-inc.|00:1e:f8
emfit-ltd|00:1c:6f
emh-energiemesstechnik-gmbh|00:1f:58
emh-metering-gmbh-&-co.-kg|00:15:3b
emicon|04:a3:f3
emitech-corp.|00:26:48
emitech-corporation|00:1d:83
emitor-ab|00:15:d4
emk-elektronik-gmbh-&-co.-kg|00:80:d9
emkay-innovative-products|00:07:8f
empacket-corporation|00:1c:90
empeg-ltd|00:02:d7
empirix-corp.|00:05:e0
emporia-telecom-produktions--und-vertriebsgesmbh-&-co-kg|84:29:14
empower-rf-systems|cc:60:bb
empower-technologies(canada)-inc.|00:14:33
ems-aviation,-inc.|00:80:33
ems-dr.-thomas-wuensche|00:08:85
ems-satcom|00:11:69
emtrak,-incorporated|00:60:cc
emtrion-gmbh|00:1c:1e
emtronix|d0:9b:05
emulex|00:0e:03
emulex-corp|00:90:fa
emulex-corporation|00:00:c9
emulex-corporation|00:0a:33
emulex-corporation|00:10:9b
emulex-corporation|00:e0:d5
emutec-inc.|00:d0:be
emuzed|00:0b:4d
emw-co.,-ltd.|98:60:22
emza-visual-sense-ltd.|00:1b:89
en-garde-systems,-inc.|00:0b:bc
en-technologies-inc.|00:21:40
en-vision-america,-inc.|e4:dd:79
enable-semiconductor,-inc.|00:10:dd
enabling-technology-pty-ltd|00:26:07
enalasys|00:25:a1
enatel-ltd|d4:ce:b8
encanto-networks,-inc.|00:10:21
encell-technology,-inc.|8c:94:cf
enclustra-gmbh|20:b0:f7
encore-electronics,-inc.|00:19:0c
encore-networks,-inc.|00:a0:eb
encore-software-limited|00:18:3c
enda-endustriyel-elektronik-ltd.-sti.|00:25:fc
endace-technology|00:0e:a7
endeavour-gmbh|f8:31:3e
endeleo-limited|00:0f:3c
endesa-servicios,-s.l.|00:0a:03
endevco-corp|00:12:86
endian-s.r.l.|80:c6:ca
endpoints,-inc.|00:02:ca
endress-&-hauser-gmbh-&-co|00:07:05
endrun-technologies-llc|00:0e:fe
enecsys-ltd|34:c6:9a
enegate-co.,ltd.|00:03:fb
enelps|94:d9:3c
enensys-technologies|00:19:dc
enerdyne-technologies,-inc.|00:12:65
eneres-co.,ltd.|b8:bb:6d
energotest|e8:e1:e2
energy-micro-as|d0:cf:5e
energy,-inc.|00:25:2f
energyhub|00:26:c0
energyict|00:24:28
enerlinx.com,-inc.|00:08:ab
enermet|00:17:af
enerpoint-ltd.|00:0a:3c
enertrac|00:25:0c
engage-communication,-inc.|00:c0:f7
engage-networks,-inc.|00:e0:9b
engel-axil-s.l.|00:26:13
engetron-engenharia-eletronica-ind.-e-com.-ltda|00:50:d9
engicam-s.r.l.|9c:53:cd
engim,-inc.|00:13:4a
engineering-&-security|00:0d:78
enhanced-messaging-systems,-inc|00:e0:4a
enhanced-vision|78:be:b6
enigma-diagnostics-limited|28:34:10
enjoyweb,-inc.|00:01:28
enkom-technologies-ltd.|78:8c:54
enlighted-inc|68:54:f5
enmas-gmbh|7c:76:73
ennovate-networks,-inc.|00:01:4b
enphase-energy|00:1d:c0
ens,-inc.|00:90:36
ensemble-communications|00:01:51
ensemble-designs,-inc.|b0:a7:2a
enseo,-inc.|00:21:f8
ensequence,-inc.|b4:aa:4d
ensim-corp.|00:30:e8
enspert-inc|ac:6f:4f
ensure-technologies,-inc.|00:06:95
enswer-technology-inc.|00:14:b6
ent-empresa-nacional-de-telecommunicacoes,-s.a.|00:90:cd
enterasys|00:11:88
enterasys|00:1f:45
enterasys|20:b3:99
enterasys-networks|00:01:f4
entes-elektronik|00:1f:43
entis-co.,-ltd.|14:54:12
entise-systems|00:09:b8
entone,-inc.|00:03:e6
entorian-technologies|00:22:53
entourage-systems,-inc.|00:25:2c
entra-technology-co.|00:03:b5
entrada-networks|00:e0:b6
entrata-communications-corp.|00:10:b6
entrega-technologies,-inc.|00:50:f8
entrelogic-corporation|00:0f:54
entridia-corporation|00:90:49
entrisphere-inc.|00:08:63
entropic-communications,-inc.|00:09:8b
entry-point,-llc|00:1c:00
entrypass-corporation-sdn.-bhd.|88:97:df
envenergy-inc|00:08:e4
environics-oy|bc:67:84
environmental-systems-and-services|00:0b:22
environnement-sa|00:1c:ed
envisacor-technologies-inc.|00:1c:2a
envision-peripherals-inc|ac:94:03
envisionnovation-inc|00:27:0f
enwiser-inc.|00:0c:2c
enzytek-technology-inc.,|00:1c:97
eo-technics-co.,-ltd.|00:18:f4
eocell|10:76:8a
eolring|00:07:ac
eon-communications|00:16:79
eon-systems|00:00:c6
eonas-it-beratung-und--entwicklung-gmbh|00:23:2a
eops-technology-limited|00:18:c9
eos-technologies,-inc.|00:c0:dc
eoslink|bc:e0:9d
ep&t-energy|00:11:9c
epboard-design-llc|ec:63:e5
epic-data-inc.|00:a0:a1
epic-systems-inc|00:1e:e7
epicenter,-inc.|00:0e:d3
epicom-s.a|1c:0b:52
epicom,-inc.|00:13:05
epigram,-inc.|00:90:4c
epilog-corporation|00:d0:d2
epin-technologies,-inc.|00:11:15
epipe-pty.-ltd.|00:0a:a8
epis-microcomputer|00:e0:71
epl-technology-ltd|00:18:db
epox-computer-co.,-ltd.|00:04:61
epox-computer-co.,ltd.|00:09:20
eppendorf-instrumente-gmbh|00:13:3f
epro-gmbh|00:22:c4
eproduction-solutions,-inc.|00:05:d3
epsg-(ethernet-powerlink-standardization-group)|00:11:1e
epygi-technologies,-ltd.|00:09:bd
eq-3-entwicklung-gmbh|00:1a:22
eq-sys-gmbh|00:23:bc
equaline-corporation|00:1b:69
equallogic-inc|00:09:8a
equator-technologies|00:07:b1
equiinet-ltd.|00:30:74
equinox-payments|64:54:22
equinox-systems-inc.|00:80:7d
equip'trans|00:01:00
equipe-communications|00:02:f6
equipson-s.a.|00:25:80
equitrac-corporation|00:04:b5
equustek-solutions,-inc.|00:19:c2
eracom-technologies|00:0a:64
erae-electronics-industry-co.,-ltd|00:18:cd
erathink-technologies-corp.|a0:aa:fd
erco-&amp;-gener|2c:34:27
erco-leuchten-gmbh|00:1a:93
ergo-computing|00:40:a1
ergophone-gmbh|74:e0:6e
eri-(empac-research-inc.)|00:80:6a
ericsson|00:02:3b
ericsson|00:10:67
ericsson|00:30:88
ericsson|d0:f0:db
ericsson---north-america|98:fe:03
ericsson-ab|3c:19:7d
ericsson-ab|74:d0:dc
ericsson-group|00:01:ec
ericsson-group|00:80:37
ericsson,-eab/rwi/k|90:55:ae
ericsson,-eab/rwi/k|c8:35:b8
erim-s.a.|00:01:f5
erlphase-power-technologies-ltd.|00:21:a5
ermme|00:0e:0f
ersat-electronic-gmbh|00:20:9b
erskine-systems-ltd|00:08:ba
ertec-gmbh|00:20:31
erune-technology-co.,-ltd.|00:12:3e
esa-elettronica-s.p.a.|00:0e:0e
esab-ab|00:24:b0
esang-technologies-co.,-ltd.|00:22:1f
esaote-s.p.a.|00:e0:a4
escalate-networks,-inc.|00:90:f6
escape-communications,-inc.|00:18:ef
escatronic-gmbh|00:24:b4
escherlogic-inc.|00:21:39
escort,-inc.|d8:76:0a
esd-electronic-system-design-gmbh|00:02:27
ese-embedded-system-engineer'g|00:01:70
esg-solutions|8c:db:25
esi|00:30:4d
esp-systems,-llc|00:21:eb
espace|00:09:db
espera-werke-gmbh|00:08:0a
espotel-oy|28:cd:1c
esprit-systems|00:80:14
ess-technology,-inc.|00:01:9e
essec|f0:ec:39
essegi-srl|00:04:b2
essence-technology-solution,-inc.|00:18:bf
essensium-nv|00:26:6a
essentia-s.p.a.|00:17:63
essential-communications|00:a0:88
essential-viewing-systems-limited|00:24:39
essilor|00:1a:12
essys-co.,ltd|68:84:70
est-corporation|00:a0:1e
estari,-inc.|00:11:ee
estech-co.,ltd|60:da:23
esteem-networks|00:09:06
esteem-wireless-modems,-inc|00:04:3f
estic-corporation|00:19:84
estun-automation-technoloy-co.,-ltd|8c:8a:6e
esu-ag|00:14:94
esus-elektronik-san.-ve-dis.-tic.-ltd.-sti.|00:25:8c
et&t-technology-co.-ltd.|00:0b:76
etas-gmbh|00:02:e0
eten-technologies,-inc.|00:03:ce
eterna-technology,-inc.|48:eb:30
eth-inc.|74:7b:7a
ethercom-corp.|00:a0:ea
ethernet-direct-corporation|00:18:a9
ethernet-powerlink-standardization-group-(epsg)|00:15:1e
etherstack-pty-ltd|00:1f:42
etherstuff|00:0a:2b
etherwan-systems,-inc.|00:e0:b3
ethos-networks-ltd.|00:1a:b7
etic-telecommunications|00:0a:b4
etin-systems-co.,-ltd|00:0b:bb
etl-systems-ltd|00:1e:ee
etrali-s.a.|00:06:47
etrend-electronics,-inc.|00:90:8c
etronic-a/s|3c:4e:47
etrovision-technology|00:19:6c
ettus-research-llc|a0:36:fa
etymonic-design,-inc.|00:05:67
etymotic-research,-inc.|00:17:d3
eubus-gmbh|00:14:7a
euchner-gmbh+co.-kg|00:1a:5c
eunicorn|00:1c:85
euphonic-technologies,-inc.|00:26:79
euphonix,-inc.|00:90:d5
euracom-communication-gmbh|00:06:90
eurecam|fc:1f:c0
eurem-gmbh|00:10:76
eurilogic|00:11:de
euro-emme-s.r.l.|00:19:b6
euro-protection-surveillance|00:13:30
eurocb-(phils.),-inc.|00:16:74
eurocom-industries-a/s|00:0f:c6
eurodesign-bg-ltd|00:25:94
eurodesign-embedded-technologies-gmbh|00:25:a4
eurologic-systems,-ltd.|00:03:39
european-systems-integration|00:07:1f
europlex-technologies|00:0f:b6
eurosat-distribution-ltd|00:1f:49
eurotech-inc.|00:60:0c
eurotech-srl|00:e0:c7
eurotel-spa|00:1b:3d
eurotel-telecom-ltd.|00:d0:4c
eurotherm-controls|00:04:88
eurotherm-gauging-systems|08:00:48
eurotherm-limited|00:0a:8d
eurotime-ab|00:20:3c
eutech-instruments-pte.-ltd.|00:11:8f
eutrovision-system,-inc.|a4:be:61
evalue-technology,-inc.|00:04:5f
evans-&-sutherland|08:00:57
evantage-industries-corp|94:85:7a
eventide|00:15:f4
ever-sparkle-technologies-ltd|00:1e:b5
everbee-networks|00:0e:bb
everex-communications-inc.|00:06:3f
everex-electronics-limited|c4:60:44
everfocus-electronics-corp.|00:11:14
evergreen-systems,-inc.|00:40:7e
evergreen-technology-corp.|00:20:6c
everspring-industry-co.,-ltd.|00:25:e2
evertz-microsystems-ltd.|00:02:c5
evga-corporation|00:1f:bc
evi-heat-ab|34:5b:11
evoc-intelligent-technology-co.,ltd.|00:22:46
evolis|00:1a:fd
evolution-robotics-retail|00:18:67
evr|00:01:cb
evrisko-systems|74:d8:50
evrsafe-technologies|58:e6:36
evs-broadcast-equipment|00:1c:f3
ew3-technologies-llc|00:21:f0
ewa-technologies,-inc.|00:0f:d2
ewerks-inc|00:11:d7
ewings-s.r.l.|00:1a:ab
exã©ns-development-oy|00:1d:cb
exablox|b4:62:38
exabyte-corporation|00:d0:80
exadigm-inc|00:1c:93
exalt-communications|00:17:09
exar-corp.|00:bd:27
exartech-international-corp.|00:15:cd
exavera-technologies,-inc.|00:13:9c
excel-master-ltd.|00:08:e8
excel,-inc.|00:20:1c
excelan|08:00:14
excellent-computer|00:e0:d4
excelpoint-manufacturing-pte-ltd|00:1c:7d
excito-elektronik-i-skã¥ne-ab|00:22:02
executone-information-systems,-inc.|00:e0:50
exegin-technologies-limited|00:1c:da
exeltech-inc|00:24:ce
exemys-srl|00:0b:fa
exeo-systems|00:16:51
exicom-australia-pty.-ltd|00:c0:a6
exide-electronics|00:20:85
exio-communications,-inc.|00:02:da
exp-computer,-inc.|00:60:f1
expand-networks|00:30:02
experdata|08:00:51
experience-music-project|00:01:7f
expert-magnetics-corp.|00:30:ed
expertise-engineering|00:18:72
expet-technologies,-inc|00:0a:11
explora-technologies-inc|dc:cb:a8
exponent|e0:8a:7e
exs-inc.|00:14:83
exsceed-corpration|00:80:fd
extandon,-inc.|00:14:fc
extel-communications-p/l|00:0c:79
extended-systems|00:40:68
extension-technology-corp.|00:40:7d
exterity-limited|00:18:1c
extratech-corporation|00:01:15
extreme-engineering-solutions|00:17:3c
extreme-networks|00:01:30
extreme-networks|00:04:96
extreme-networks|00:e0:2b
extremespeed-inc.|00:0e:e1
extricom-ltd|00:13:a6
extron-electronics|00:05:a6
exxact-gmbh|00:e0:17
exxon|08:00:13
eyecross-co.,inc.|00:0b:da
eyedro-green-solutions-inc.|60:54:64
eyefi,-inc|00:18:56
eyeheight-ltd.|00:1d:76
eyeview-electronics|00:21:50
eyevis-gmbh|1c:19:de
ez-cast-co.,-ltd.|00:03:96
ez-digital-co.,-ltd.|00:01:18
ezquest-inc.|00:0e:f1
ezurio-ltd|00:16:a4
ezze-mobile-tech.,-inc.|00:1c:bd
f-&-s-elektronik-systeme-gmbh|00:05:51
f-e-t-elettronica-snc|00:23:53
f1media|00:19:01
f3,-inc.|00:03:29
f5-networks,-inc.|00:01:d7
f5-networks,-inc.|00:0a:49
f5-networks,-inc.|00:23:e9
fa|00:17:fb
fa.-gebr.-heller-gmbh|00:c0:3e
fa.-gira|00:0a:b3
fa.-metabox-ag|00:04:06
fã€lt-communications-ab|00:09:d8
fabiatech-corporation|00:04:a7
fabric7-systems,-inc|00:0d:a5
fabricom|00:07:2c
facit-k.k.|00:10:cb
facom-uk-ltd-(melksham)|00:15:92
facts-engineering|60:52:d0
factum-electronics-ab|00:0d:90
faculty-of-science-and-technology,-keio-university|00:0c:21
fag-industrial-services-gmbh|f4:3d:80
fagor-automation-,-s.-coop|00:0b:cb
fagor-electrónica|2c:3a:28
fairmount-automation|00:16:5f
faiveley-transport|00:1b:79
falco-data-products|00:80:cb
falcom-wireless-comunications-gmbh|00:17:92
falconstor-software|00:0d:77
famar-fueguina-s.a.|00:19:b5
familyphone-ab|00:22:74
fanstel-corp.|00:18:07
fantasma-networks,-inc.|00:04:64
fantum-engineering|00:80:d7
fanuc-robotics-north-america,-inc.|00:e0:e4
far-sighted-mobile|90:09:17
far-systems-s.p.a.|00:e0:6e
farallon-computing/netopia|00:00:c5
fargo-co.,-ltd.|00:1a:d1
fargo-electronics-inc.|00:13:44
fascinations-toys-and-gifts,-inc.|00:24:cc
fase-saldatura-srl|00:30:28
fast-co.,-ltd.|58:db:8d
fast-corporation|00:05:40
fast-inc|00:16:de
fast-media-integrations-ag|00:0a:10
fast-multimedia-ag|00:50:be
fast-systems,-inc.|00:01:e0
fast-tv-server-ag|00:0f:8d
fastec-imaging-corporation|a4:1b:c0
faster-technology-llc|00:1a:3e
fastfame-technology-co.,-ltd.|00:03:88
fastrax-ltd|00:12:09
fastwel|00:08:b3
fasy-s.p.a.|00:08:64
favite-inc.|fc:35:98
fci-deutschland-gmbh|00:0a:0d
fci-usa-llc|fc:7c:e7
fdi-matelec|00:26:de
fe-global-hong-kong-limited|dc:ce:41
federal-apd|00:07:76
federal-state-unitary-enterprise-industrial-union"electropribor"|00:1f:0b
federal-state-unitary-enterprise-leningrad-r&d-institute-of|00:14:0f
feedback-data-ltd.|00:60:05
fei-electron-optics|00:0a:a7
fei-zyfer,-inc.|00:19:dd
feig-electronic-gmbh|00:1c:9b
feitian-xunda(beijing)-aeronautical-information-technology-co.,-ltd.|9c:57:11
femtocomm-system-technology-corp.|00:26:1a
fenecom|00:02:10
feno-gmbh|20:40:05
fermax-electronica-s.a.u.|28:04:e0
fermilab|00:80:55
ferran-scientific,-inc.|00:d0:00
ferranti-computer-sys.-limited|08:00:40
festo-ag-&-co.-kg|00:0e:f0
ffei-ltd.|00:1a:b4
fi-win,-inc.|00:0c:20
fiber-logic-communications|00:03:54
fiber-optic-&amp;-telecommunication-inc.|58:08:fa
fiberblaze-a/s|00:21:b2
fibercom,-inc.|00:80:7c
fibercycle-networks,-inc.|00:04:19
fiberdata-ab|00:c0:e7
fiberhome-telecommunication-tech.co.,ltd.|04:c1:b9
fiberhome-telecommunication-tech.co.,ltd.|34:4b:3d
fiberhome-telecommunication-technologies-co.,ltd|00:0a:c2
fiberhome-telecommunication-technologies-co.,ltd|70:b9:21
fiberhome-telecommunication-technologies-co.,ltd|b8:c7:16
fiberlane-communications|00:10:cf
fibermux|00:80:51
fibernet-research,-inc.|00:40:c6
fiberplex-inc|00:25:75
fiberpro-inc.|3c:6f:45
fibex-systems|00:90:b6
fibrlink-communications-co.,ltd.|a4:33:d1
fibrolan-ltd.|00:05:80
fibronics-ltd.|00:00:0d
fichet-bauche|00:50:b5
fida-international-(s)-pte-ltd|90:61:0c
fidustron-inc|00:1e:9c
fihonest-communication-co.,ltd|40:ef:4c
filanet-corporation|00:d0:9a
filenet-corporation|08:00:34
fillfactory-nv|00:09:4b
filtronic-plc|00:0e:d2
fine-appliance-corp.|00:05:07
fine-pal-company-limited|00:c0:5f
finecom-co.,-ltd.|00:20:7e
finedigital-inc.|00:07:1a
finisar-corporation|00:90:65
finlux-ltd|00:0d:0f
finnzymes|00:19:ff
finsã©cur|94:2e:63
finsoft-ltd|00:1b:83
fireflies-rtls|c4:4a:d0
firemax-indústria-e-comércio-de-produtos-eletrônicos-ltda|9c:5c:8d
firepower-systems,-inc.|00:a0:27
firepro-wireless|00:21:de
firetide,-inc|00:18:c2
firewiredirect.com,-inc.|00:01:56
firs-technologies(shenzhen)-co.,-ltd|e8:75:7f
first-communication,-inc.|00:0d:c3
first-internat'l-computer,-inc|00:40:ca
first-international-computer-do-brasil|00:12:9d
first-international-computer,-inc.|00:14:0b
first-pacific-networks,-inc.|00:60:91
first-silicon-solutions|00:0f:75
first-virtual-corporation|00:a0:b1
firstech-technology-corp.|00:09:1e
fischer-and-porter-co.|00:40:c3
fischer-international-systems-corporation|34:a7:ba
fisher-&-paykel-production|00:a0:db
fisher-controls|00:80:74
fisher-rosemount-systems-inc.|00:22:e5
fitivision-technology-inc.|00:1a:97
fitre-s.p.a.|00:17:21
fival-corporation|00:26:dd
fivemere,-ltd.|00:d0:38
flaga-hf|00:05:c5
flaircomm-technologies-co.-ltd|00:13:04
flarion-technologies,-inc.|00:07:35
flash-technology|00:06:de
flash,-inc.|00:1d:95
flatfrog-laboratories-ab|a4:24:b3
flatstack-ltd.|00:02:a0
fleetwood-group-inc.|48:6b:91
flex-p-industries-sdn.-bhd.|00:16:54
flexdsl-telecommunications-ag|00:0f:d9
flexipanel-ltd|00:15:c8
flexit-group-gmbh|00:1b:a3
flexlight-networks|00:07:6d
flexradio-systems|00:1c:2d
flextronics|00:0b:8c
flextronics-international|00:21:cc
flextronics-international-gmbh-&-co.-nfg.-kg|00:05:8e
flexus-computer-technology,-inc.|00:06:93
flir-radiation-gmbh|00:13:56
flir-systems|00:40:7f
flodesign-wind-turbine-corporation|ec:11:20
flovel-co.,-ltd.|00:15:c4
floware-wireless-systems,-ltd.|00:03:40
flowpoint-corporation|00:20:6f
flueckiger-elektronik-ag|00:30:c3
fluent,-inc.|00:40:4e
fluke-corporation|00:c0:17
flying-packets-communications|00:02:58
flying-pig-systems/high-end-systems-inc.|00:90:a1
flytech-technology-co.,-ltd.|00:60:ef
fmc-kongsberg-subsea-as|00:1b:bd
fmn-communications-gmbh|00:0f:ad
fms-force-measuring-systems-ag|00:1f:88
fmt-aircraft-gate-support-systems-ab|00:90:76
fnet-co.,-ltd.|00:06:fc
foab-elektronik-ab|00:13:8e
focon-electronic-systems-a/s|00:e0:3d
focus-enhancements|00:02:ea
focus-system-inc.|00:1b:34
focusrite-audio-engineering-limited|00:13:0e
fohhn-audio-ag|08:fa:e0
fon-technology-s.l.|00:18:84
fon-technology-s.l.|c4:71:30
fong-kai-industrial-co.,-ltd.|00:30:22
fonsee-technology-inc.|bc:99:bc
fonsys-co.,ltd.|00:c0:79
fontal-technology-incorporation|00:1a:bb
for-a-co.,-ltd.|00:10:b1
force-communications,-inc.|00:1c:89
force-institute|00:90:82
force,-inc.|00:0f:d8
force10-networks,-inc.|00:01:e8
forcom-sp.-z-o.o.|00:17:f9
ford-aerospace-&-comm.-corp.|00:00:45
ford-motor-company|00:26:b4
fordley-development-limited|00:16:e5
fore-systems,-inc.|00:60:7b
foresson-corporation|00:50:82
forks,-inc.|00:40:3c
formac-elektronik-gmbh|00:07:21
formosa-teletek-corporation|00:0e:a1
formosa-wireless-systems-corp.|00:1c:24
formosa21-inc.|00:18:83
forsway-scandinavia-ab|00:0e:49
fortelink-inc.|00:11:b0
fortex-industrial-ltd.|00:22:d9
forth-corporation-public-company-limited|00:1c:cb
fortinet-inc.|00:09:0f
fortis,-inc.|00:1e:b8
fortress-technologies|00:14:8c
fortress-technologies|00:25:d4
fortress-technology-inc|f8:99:55
fortuna-electronic-corp.|00:11:a5
fortune-techgroup-co.,ltd|bc:0f:2b
fortunetek-co.,-ltd|00:19:d7
forval-creative,-inc.|00:c0:bb
forward-pay-systems,-inc.|d0:7d:e5
forworld-electronics-ltd.|80:b2:89
foss-analytical-a/s|00:1d:22
fossil-partners,-l.p.|00:19:44
fostex-corporation|00:06:64
fountain-technologies,-inc.|00:90:38
four-phase-systems|08:00:5c
fourier-systems-ltd.|00:23:1c
fourthtrack-systems|00:60:eb
foveon,-inc.|00:d0:86
fox-crypto-b.v.|0c:e7:09
foxboro-eckardt-development-gmbh|00:0d:04
foxconn|00:01:6c
foxconn|00:15:58
foxconn(nanjing)-communication-co.,ltd.|98:e7:9a
foxda-technology-industrial(shenzhen)co.,ltd|50:0b:32
foxjet,-inc.|00:02:ce
fq-ingenieria-electronica-s.a.|00:26:a3
fr.-sauter-ag|5c:c2:13
francotyp-postalia-gmbh|00:11:4b
franke-finland-oy|00:0b:69
franklin-electric-co.,-inc.|00:12:27
franklin-technology-systems|00:11:0b
fraser's-hill-ltd.|00:c0:b8
fraunhofer-fokus|00:11:13
fraunhofer-ims|00:12:e8
fraunhofer-ipms|00:30:4a
fraunhofer-itwm|cc:b5:5a
frc|00:26:19
fred-koschara-enterprises|08:00:3f
free-alliance-sdn-bhd|00:24:b8
free2move-ab|00:0b:ce
freebox-sa|00:07:cb
freebox-sa|00:24:d4
freebox-sa|f4:ca:e5
freecom-technologies-gmbh|00:01:db
freecomm-data-communication-co.,ltd.|d8:42:ac
freedom9-inc.|00:17:46
freegate-corp.|00:e0:21
freegene-technology-ltd|00:22:1d
freehand-systems,-inc.|00:0c:da
freems-corp.|00:04:ca
freescale-semiconductor|00:04:9f
freestyle-energy-ltd|54:1d:fb
freewave-technologies|00:07:e7
frequentis|00:01:bb
fresenius-vial|00:13:38
fresnel-wireless-systems|00:0a:b2
friedrich-lãâœtze-gmbh-&co.|00:0b:61
friem-spa|24:b6:b8
from2|00:1e:f3
fromus-tec.-co.,-ltd.|00:11:dd
fronius-schweissmaschinen|00:03:ac
frontier-silicon-ltd|00:22:61
frontier-technologies-corp.|00:80:54
frontline-test-equipment|28:ee:2c
fs-forth-systeme-gmbh|00:04:f3
fsi-systems,-inc.|00:12:ba
fsn-display-inc|00:1b:c9
fsona-communications-corporation|00:09:75
fta-communication-technologies|00:0f:6f
fu-yi-cheng-technology-co.,-ltd.|00:24:7a
fugang-electronic-(dg)-co.,ltd|00:24:1c
fugoo|c4:59:76
fuho-technology-co.,-ltd|00:16:55
fujant,-inc.|00:07:0f
fuji-automation-co.,-ltd.|00:60:e5
fuji-electric-co.,-ltd.|00:40:1a
fuji-photo-film-co.,-ltd.|00:c0:2d
fuji-system-machines-co.,-ltd.|00:0f:3b
fuji-xerox-co.-ltd.|08:00:37
fujian-elite-power-tech-co.,ltd.|a4:99:81
fujian-hengtong-information-technology-co.,ltd|00:1d:b0
fujian-jinqianmao-electronic-technology-co.,ltd|74:b9:eb
fujian-landi-commercial-equipment-co.,ltd|00:1d:fa
fujian-netcom-technology-co.,-ltd|38:28:ea
fujian-newland-auto-id-tech.-co,.ltd.|c4:82:3f
fujian-newland-communication-science-technologies-co.,ltd.|a8:f4:70
fujian-newland-computer-ltd.-co.|00:06:e5
fujian-shenzhou-electronic-co.,ltd|54:cd:a7
fujian-star-net-communication-co.,ltd|00:1a:a9
fujian-star-net-communication-co.,ltd|14:14:4b
fujian-star-terminal|00:d0:f8
fujian-start-computer-equipment-co.,ltd|00:0b:00
fujian-start-computer-equipment-co.,ltd|98:29:3f
fujian-stelcom-information-&-technology-co.,ltd|00:19:4c
fujian-sunnada-communication-co.,ltd.|00:1f:6f
fujikon-industrial-co.,limited|34:df:2a
fujikura-ltd.|00:40:41
fujikura-rubber-ltd.|10:a1:3b
fujinon-corporation|00:0e:fd
fujitsu-denso-ltd.|00:a0:ca
fujitsu-general-limited|00:02:dc
fujitsu-i-network-systems-limited.|00:0d:57
fujitsu-limited|00:00:0e
